directory,label_directory,image,classes
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-275-_jpg.rf.b6fcc9e7c3d231f7aec7c4e0dd7b9257.jpg,"[18, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_623_JPG.rf.3d6562176d54cb93af9b1ef741f754ae.jpg,"[15, 17, 4, 13, 13, 13, 13, 5, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-210_jpg.rf.64a0336db95b3cb026ee5bdcca4a1906.jpg,"[13, 3, 13, 5, 2]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-219-_jpg.rf.6054b71c4058b18cce1529dc3ad5fc5b.jpg,"[18, 18, 11, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_161_jpg.rf.15ae333e8f00b84ac8291e4bac3449db.jpg,[9]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_745_jpg.rf.9d67c3fde7ec76ea205908868e2121bf.jpg,"[9, 17, 13, 13, 13, 13, 13, 13, 9, 17, 17, 17, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_792_jpg.rf.0a4f05861afd523134969d775a2c436c.jpg,"[15, 17, 11, 10, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_820_jpg.rf.a3afcfe15a35d762f09a00405b2aa357.jpg,"[17, 9, 5, 15, 11, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-247_jpg.rf.78e0db05533a5fc7201213495bee4244.jpg,[5]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-103-_jpg.rf.4ac407d2d83f08411a11ead06b79a4b9.jpg,"[13, 13, 13, 19, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_377_jpg.rf.14612742cc6509e86d1993cde28ada3a.jpg,"[18, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-151_jpg.rf.05e4002506070b0ad12d820c38ecffe2.jpg,"[18, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_570_jpg.rf.3d59cbf0baf078d2bea6f5a663a14b57.jpg,"[10, 10, 13, 10, 5, 10, 17, 17, 3, 11]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--362-_jpg.rf.7fdbd5dd4a1f808905d95723b47c0bb7.jpg,"[18, 4, 4, 11, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,10_jpg.rf.2909dc493f5192456a4d7a2cc8735ce5.jpg,"[5, 9, 5, 5, 19, 10, 10, 11, 5, 5, 5, 10, 5, 5, 7, 19, 17, 17, 9, 5, 4, 5, 4, 4, 4, 4, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-326-_jpg.rf.a7adf3b21379953fb2ed4f652157ab28.jpg,"[11, 5, 5, 19, 3, 5, 9, 17]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--299-_jpg.rf.d99789045f9e78094450214f892c5224.jpg,"[5, 5, 5, 11, 5, 10, 20, 10, 5, 11, 11, 4, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_557_jpg.rf.c6e3806aa8cfec6a85aecd086eb21144.jpg,"[17, 17, 5, 10, 10, 10, 13, 13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-374-_jpg.rf.304601fb5844a3b0d488c4dff4e4f044.jpg,"[4, 5, 10, 3, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-440-_jpg.rf.a9389d451efbbcd11cf2e82cd229ff7f.jpg,"[5, 11, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-407-_jpg.rf.10f031d436cbfc774983fcbd3be510bf.jpg,"[17, 5, 5, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-217_jpg.rf.ca15bc677dd2f5d94c6999623a404d33.jpg,"[10, 10, 10, 10, 2, 5, 13, 5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-209-_jpg.rf.c3fbe93079214ff161a2b0e04bef7ee6.jpg,"[11, 4, 18, 11, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,181_jpg.rf.17b3b50fdd49abf57ce61e718d31a7d7.jpg,"[3, 10, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_202_jpg.rf.7b7e2561439c60d254bbf6ce7cc85086.jpg,"[4, 4, 5, 9, 5, 5, 17, 15, 17, 10, 5, 17, 17, 5, 5, 5, 5, 5, 19, 17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_48_jpg.rf.cd061eafd1cd780377a23a5ccebf160e.jpg,"[15, 4, 17, 13, 17, 4, 4, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--80-_jpg.rf.3b2f4a8ba5adf2352ff296a5c489e323.jpg,"[17, 5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_680_jpg.rf.3306d80bc04e3af0061475b608fd5cd3.jpg,"[5, 0, 5, 17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_29_jpg.rf.b33283bce495c818b3048d3e448b7075.jpg,"[19, 17, 17, 17, 17, 5, 4, 4, 4, 4, 4, 11, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_789_jpg.rf.f661751fbfca2ac92ede5da1a1e6e4c2.jpg,"[19, 13, 10, 4, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--54-_jpg.rf.886673b1da5405981359a587e2c69671.jpg,"[3, 9, 17, 5, 5, 5, 5, 17, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-59_jpg.rf.c5f82b74df5c3f2f9b1942686b2c0056.jpg,"[10, 5, 11, 10, 10, 10, 5, 19, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--16-_jpg.rf.e1472ecb4691407495f6c696a1ec5a96.jpg,"[17, 5, 1, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 5, 5, 5, 5, 15, 15, 15, 15, 17, 19, 9, 11, 9, 5, 17, 17, 17, 17, 17, 4, 4, 4, 7, 5, 11, 11, 9, 5, 9, 18, 0, 5, 19, 19, 19, 19, 19, 19, 13, 5, 4, 4, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_631_jpg.rf.d2735a85405cddb2219c03da52544f0d.jpg,"[18, 11, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_798_jpg.rf.b0318df915d23d7b90d5925d972144e7.jpg,"[17, 17]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--243-_jpg.rf.4bd004d1e634897d460b4bb590bae5e4.jpg,"[4, 4, 4, 4, 10, 17, 17, 5, 5, 15, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-250-_jpg.rf.c9dd67a53b6651201a37bef620c31b0f.jpg,"[18, 5, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--440-_jpg.rf.74a421f0fb7a326793bb5d6a7ae5c21c.jpg,"[4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_57_jpg.rf.aaa7aa8bb99c1718c73df7f9ba1bd018.jpg,"[4, 3, 13, 13]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--139-_jpg.rf.3480cbf4cd5e0ba990e49896b2a3d9aa.jpg,"[5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-42_jpg.rf.53a32cb2ca31a4da053c6e548a4b5efc.jpg,"[10, 0, 10, 10, 15, 17, 4, 4, 4, 4, 17, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_113_jpg.rf.de3655a79463a84fce573f54830be4f5.jpg,"[15, 5, 5, 5, 10, 4, 13, 11, 5, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-295_jpg.rf.2220dba055ce01174cbeb9c5cb9b48f3.jpg,"[4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_492_jpg.rf.76e4c4ddfb2ac9c7da798e2b336350f7.jpg,"[5, 15, 13, 10, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_665_jpg.rf.0f6da0afcab3d55d767c9fc98c15a0b6.jpg,"[4, 4, 17, 10]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--337-_jpg.rf.b1a767b48532dfe692e459847aa4af49.jpg,"[5, 10, 4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,64_jpg.rf.e88dfd8566cbc446c44650ea0b13d8d3.jpg,"[4, 4, 17, 15, 5, 5, 5, 4, 17, 17, 15, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 17, 17, 17, 17, 17, 10, 17, 17, 17, 17, 17, 17, 17, 17, 17, 15, 15, 15, 10, 15, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 19, 5, 9, 9, 5, 19, 19, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_54_jpg.rf.ac806bea7e3a5bbe81dbb222e07ad78a.jpg,"[9, 9, 5, 5, 10, 10, 10, 18, 5, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_774_jpg.rf.fd87e94e946094fbb982c2debc41c593.jpg,"[17, 5, 5, 17, 17, 17]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--317-_jpg.rf.ee2667706b1f7aa1e7879af71b6a082d.jpg,"[17, 10, 10, 10, 10, 10, 5, 5, 4]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--150-_jpg.rf.0b61cf3e46517baa2051f2cbe73f3c17.jpg,"[5, 5, 5, 5, 10, 4, 5, 9, 4, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_136_jpg.rf.437237dab051d6000cc05d7cc5a2f8cc.jpg,"[5, 13, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_606_JPG.rf.533199640fe7af45c69b193c27eadf6f.jpg,"[3, 5, 13, 5, 13, 17, 10, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-214_jpg.rf.d0e8a5ea0a023af129c5d29a3ba7e54f.jpg,"[10, 10, 10, 10, 10, 2, 2, 2]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_156_jpg.rf.6ccaab723745bb4cf82fe1471eff9f24.jpg,[18]
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--296-_jpg.rf.feebb152f661feada1c48ac346483c4f.jpg,"[4, 4, 4, 5, 5, 13, 13, 13, 17, 17, 17, 17, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,27_jpg.rf.65ea5ec6fe3b7d35b341506562d6e441.jpg,"[17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--58-_jpg.rf.1b45822abd28c6787e77ea72fc2690c0.jpg,"[17, 3, 9, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-426-_jpg.rf.7dacc49b45b6b873248a463013d4b12c.jpg,"[3, 15, 17, 3, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,04_jpg.rf.c0b83432c4d09c7cbeaac18e14c4a54a.jpg,"[11, 13, 4, 15, 5, 10, 4, 4, 4, 4, 4, 11, 4, 4, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-40-_jpg.rf.825dd4dfa11a769aff8c3f8de21edd36.jpg,"[5, 5, 17, 4, 5, 13, 13, 13, 10, 13, 5, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-423-_jpg.rf.1128861c51e3756ef925bcbe092a3aa5.jpg,"[17, 17, 17, 17, 3, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-204-_jpg.rf.dd13f4a9001c238d36e06c9e1cf13c02.jpg,"[11, 18, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--519-_jpg.rf.dfd2c17e77f229eeb2c1b622bcc7ca7a.jpg,"[18, 11, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-455-_jpg.rf.72117057ca3749ee52f53dc9203c9b4e.jpg,"[10, 10, 4, 9, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_10_jpg.rf.6b61d5e4b0c171fe83271fe053fbdb47.jpg,"[4, 7, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_326_jpg.rf.19e5762db304eadbdaed8200d756899f.jpg,"[10, 19, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-273-_jpg.rf.9b459cf22e2b986df5380199907f9e2f.jpg,"[18, 5, 4, 4, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_580_jpg.rf.0595251e260569e61299031b93b57a37.jpg,"[4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,73_jpg.rf.cd744c1c3322ae385a422cd1d12166b6.jpg,"[5, 4, 5, 11, 17, 11, 17, 17, 15, 4, 4]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--315-_jpg.rf.8b3a5f97e13ec979f97c9cf1fa0f7cad.jpg,"[4, 4, 4, 15, 17, 17, 11, 4, 5]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--32-_jpg.rf.f26780b6eb9db354090c4548f83e4b01.jpg,"[17, 5, 5, 5, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-401-_jpg.rf.ac70443855e41a63f27350ab82646af2.jpg,"[10, 14, 5, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_638_jpg.rf.f51fbb74602fe888e91be0d0e81ec0f1.jpg,"[13, 18, 11, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-284_jpg.rf.2290506ecffb5d0501fef7b457360196.jpg,"[10, 9, 10, 10, 3, 5, 13, 13, 13, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-90_jpg.rf.98a7e5c7e977c977b7db496662c33876.jpg,"[10, 11, 17, 17, 15, 5, 5, 5, 11]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--352-_jpg.rf.66be3bedf8cb01b00a43da76dde87e21.jpg,"[4, 4, 4, 19, 5, 10, 10, 10, 17, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-93_jpg.rf.7d07f94e207c0060fd47deed5df458c0.jpg,"[10, 10, 18, 18, 18, 4, 18, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_743_jpg.rf.cbef8cc4536c5060629b360f65c0611e.jpg,"[17, 17, 17, 10, 13, 17, 10, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_04_jpg.rf.6d83cd74de28f35fd1ff720287bc8e21.jpg,"[17, 2, 18, 18, 18, 7, 17, 17, 17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--7-_jpg.rf.02a2021585fcea66a0563aaa1d025f3b.jpg,"[17, 17, 17, 17, 17, 17, 17, 17, 17, 5, 11, 15, 5, 13, 13, 13, 13, 13, 13, 11, 12, 15, 5, 5, 15, 5, 15, 19, 5, 7, 11, 19, 9, 10, 10, 15, 9, 9, 5, 5, 5, 5, 0, 9, 19, 15, 5, 5, 9, 5, 19, 19, 4, 4, 19, 8, 19, 5, 5, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_440_jpg.rf.8d3460e80df8a3e901324958a5106fb3.jpg,"[4, 4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_584_jpg.rf.5eee97e53ba3688f3abc9ce4c24b0f30.jpg,"[4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--457-_jpg.rf.540476019664c791f7fad42193ed5902.jpg,"[18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--87-_jpg.rf.422ec23fbe67ac96f90e697baa4dbe9b.jpg,"[3, 10, 17, 17, 5, 5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,33_jpg.rf.11ee267f814cc30bfeb000ab9adbc58b.jpg,"[19, 10, 19, 4, 18, 4, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--99-_jpg.rf.f369d200ffd5649e1c8aadf4141be7a0.jpg,"[9, 5, 5, 5, 5, 5, 17, 17]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--384-_jpg.rf.628b1fc81a181176b9f55be6a89f59ac.jpg,"[18, 18, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_659_jpg.rf.669a3b0fd2c0eb8d926f5e46e7849e2c.jpg,"[4, 5, 5, 5, 10, 9, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_92_jpg.rf.eee932fa67780bcd7a6032ca98bd64cb.jpg,"[11, 5, 13, 13, 8, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_706_jpg.rf.f6d457b557ec2a16cdffdd0c704a8dbc.jpg,"[5, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_118_jpg.rf.2f6462d0be82bdfbd25811b03c2c29ac.jpg,"[17, 10, 5, 11, 4, 4, 11, 5, 9, 15, 13, 10, 10, 11, 0]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-83-_jpg.rf.b3d222e020d3e1a4d8697ad1317f6d00.jpg,"[13, 13, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_839_jpg.rf.65f627bfa424e04a9b52c8684b3d52ee.jpg,"[4, 17, 17, 17, 3, 13, 13, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_523_jpg.rf.62100a7f0aeea21844c4e85df20b8a71.jpg,"[10, 17, 17, 13, 15, 10, 9, 10, 10, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--450-_jpg.rf.5a9a19287ae9b2e108ab3e5d26cf28bb.jpg,"[4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-474-_jpg.rf.19197e8d36ec67230c4d89441fc24e9c.jpg,"[17, 17, 5, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,21_jpg.rf.bd10bdc60d1e19d1841432bc22877f33.jpg,"[13, 5, 5, 10, 13, 13, 13, 13, 13, 5, 4, 17, 5, 13, 13, 13, 13]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--183-_jpg.rf.9600043fd1c331c8562335e36cecb5e8.jpg,"[4, 11, 5, 5, 5, 5, 5, 5, 5, 17, 17, 17, 10, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-371-_jpg.rf.b61b56ccd4dc058936eac89cdaf90e48.jpg,"[17, 17, 5, 10, 15, 15, 12, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-376-_jpg.rf.bacd959c2b079e552f702999885628da.jpg,"[4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--449-_jpg.rf.0bc1090f1b9ee627a692515810275b27.jpg,"[4, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_615_jpg.rf.5bbb4671ba5be14f35ed2be69157c486.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_722_jpg.rf.0594138a442305cbb37b00e1064751a4.jpg,"[13, 17, 17, 17, 17, 13, 11, 17, 13, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_109_jpg.rf.b3296f554bfa0126f03390f8a9e0f89c.jpg,"[10, 10, 13, 13, 4, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-236_jpg.rf.9359c645bfb0ac5fb22e20b8f53b6f5f.jpg,[5]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-227_jpg.rf.844b9ec4f82bf52be794b4feac26ad16.jpg,"[2, 10, 13, 2, 2]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--9-_jpg.rf.dfba2f24b38fca98b3fc21a73a024f52.jpg,"[19, 5, 5, 15, 5, 13, 13, 13, 13, 13, 17, 10, 10, 5, 5, 15, 13, 5, 5, 19, 5, 5, 17, 17, 17, 19, 19, 5, 5, 5, 5, 17, 19, 9, 9, 9, 11, 17, 17, 0, 11, 5, 19, 7, 9, 11, 5, 5, 9, 4, 4, 9, 5, 18, 19, 15, 9, 13, 1, 5, 9, 11, 19, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-196_jpg.rf.ed76eea2bad422cb35d827ff3b17562b.jpg,"[10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--112-_jpg.rf.1ca94f6d73473d5224302a76329c65ed.jpg,"[10, 10, 10, 5, 5, 5, 17, 11, 5, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_454_jpg.rf.b567a38a25cc8a7c5f0f594663c7ddbc.jpg,"[11, 4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,196_png.rf.281e70173e9d0921135147fa3d3909d3.jpg,"[4, 10, 13, 13, 13, 15, 5, 13, 8, 8, 8, 13, 13, 8]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--411-_jpg.rf.5eead5769bf5d6c0d087ffa3332dafe4.jpg,"[4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-89_jpg.rf.4e62a191d61c997d6ae7eab3aa95a3e2.jpg,"[10, 10, 17, 5, 5, 5, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_314_jpg.rf.bafcc386511f095f848268377484eced.jpg,"[17, 15, 4, 11]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--263-_jpg.rf.49c9000d8eff41c6afbe19689be7e42c.jpg,"[9, 10, 10, 10, 10, 5, 5, 5, 17, 18, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_437_jpg.rf.94f1954c9f3df8abcafdba4a452db9bd.jpg,"[4, 5, 17, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_540_jpg.rf.93f53b517caa49345c5047bbce500101.jpg,[13]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--491-_jpg.rf.35914935b17b9ee940de908790d5c751.jpg,[18]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_47_jpg.rf.35145424b05983af07734cdf9f78ebf1.jpg,"[4, 4, 4, 4, 4, 4, 4, 5, 19, 19, 11, 17, 17, 10, 20, 5, 5, 17, 17, 17, 5, 5, 17, 19, 5, 5, 5, 17, 5, 5, 5, 5, 5, 5, 5, 5, 11, 5, 5, 15, 5, 5, 5, 5, 5, 5, 5, 19, 5, 5, 15, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-182_jpg.rf.d977902de2d74aa3bed2a04c354b451b.jpg,"[5, 11, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_268_jpg.rf.195a849c86f3b91ca1f8a9f691dba3fe.jpg,"[5, 10, 10, 10, 10, 19, 17, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,121_jpg.rf.12663332346e88d4786511c0dcc0515e.jpg,"[2, 5, 8, 5, 2, 13, 18, 13, 13, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-317-_jpg.rf.9c66128f98f62b418251ac057039e477.jpg,"[5, 15, 5, 9, 17, 19, 11, 18, 18, 10, 10, 15, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-262-_jpg.rf.2df4ea64b4eefec89aa229ca74b394fb.jpg,"[4, 11, 11, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-313-_jpg.rf.4485bc98416077abdc6c623983aeb9a1.jpg,"[5, 4, 4, 5, 19, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_836_jpg.rf.e574200e3952bf3b52fb734df8c63301.jpg,"[17, 17, 17, 4, 5, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-205-_jpg.rf.eac181477a939094424eb65879a197d5.jpg,"[18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_702_jpg.rf.ece7310460beead8597dd9b6378cb399.jpg,[18]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-81_jpg.rf.29642ba357e19889bcacae1cc1b772d9.jpg,"[10, 18, 18, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_05_jpg.rf.b0511bf3851dc49e5e947118a417400d.jpg,"[18, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-65-_jpg.rf.4a103fb1113e4659e79b2b01f9732cc7.jpg,"[17, 15, 9, 19, 5, 13, 13, 13, 4, 13, 13, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,209_jpg.rf.36d84bbe8ca63d852216207e8f7f39db.jpg,"[4, 11, 5, 5, 5, 5, 19, 19, 9, 5, 5, 11, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 17, 5, 5, 5, 11, 7, 5, 5, 4, 11, 5, 11, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 17, 17, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,227_jpg.rf.d62334744a207b2faef09d95bd869908.jpg,"[4, 4, 4, 4, 4, 4, 4, 4, 11, 5, 17, 5, 11, 11, 19, 17, 3, 5, 10, 13, 13, 10, 5, 11, 17, 9, 5, 5, 17, 5, 10, 14, 11, 11, 10, 10, 11, 5, 5, 11, 15, 11, 11, 5, 5, 17, 5, 5, 13, 13, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,24_jpg.rf.895fe04a3fd83f77e1a23425ebb83145.jpg,"[5, 13, 5, 13, 13, 13, 13, 13, 5, 13, 13, 5, 13, 5, 13, 5, 4, 5, 13, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_752_jpg.rf.a645eee0951bcd2b13ce9896c65ea26b.jpg,"[11, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-47-_jpg.rf.b0b0d2cfe2f68f6ee3f17e1999112e76.jpg,"[5, 16, 5, 4, 13, 4, 10, 5, 13, 17, 4, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-207_jpg.rf.53429fed5d5bec42c05ba6c88648ca5c.jpg,"[2, 2, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-207-_jpg.rf.a6033c4f4bd4f1cd695df92dcb6c9bdc.jpg,"[18, 4, 18, 18]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--280-_jpg.rf.8cfff8f5f990b7f79053e8327230afcf.jpg,"[5, 10, 18, 5, 5, 10, 10, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_31_jpg.rf.7dcf536ab49dfc17be6401c4b25292f2.jpg,"[20, 20, 20, 13, 13, 13, 13, 13, 13, 13, 5, 17, 4, 4, 19, 4, 13, 13]"
